Date,Description,Amount
2024-08-24,Broadband Recharge,4160
2024-08-03,Intern Stipend,21731
2024-06-03,Office Stationery,2819
2024-11-13,Notion Annual,1542
2024-07-20,Courier Charge,638
2024-01-04,Desk Equipment,51914
2024-01-28,WiFi Payment,4570
2024-11-28,Office Stationery,1406
2024-02-19,Printer Paper,2734
2024-02-01,Rail Ticket,2914
2024-12-11,Pens Purchase,2694
2024-04-14,Local Vendor,5947
2024-09-10,Repair Service,4804
2024-11-23,Monitor Setup,52281
2024-06-08,Office Chair,49172
2024-12-18,Payroll Transfer,60872
2024-01-01,AWS Subscription,1050
2024-02-19,Laptop Purchase,42067
2024-08-30,Zoom License,1348
2024-07-19,Intern Stipend,49085
2024-07-26,Employee Salary,39655
2024-10-06,Electricity Bill,2724
2024-08-09,Rail Ticket,1209
2024-03-13,Laptop Purchase,20111
2024-12-24,Zoom License,4690
2024-09-02,Repair Service,4100
2024-10-28,Flight Booking,1019
2024-07-19,Broadband Recharge,3054
2024-02-24,Canva Pro,14104
2024-03-16,Broadband Recharge,4280
2024-03-02,Payroll Transfer,49955
2024-06-04,Google Ads,10511
2024-12-02,Intern Stipend,62626
2024-03-12,Electricity Bill,3705
2024-05-21,WiFi Payment,4554
2024-09-13,Employee Salary,43445
2024-12-27,Repair Service,3057
2024-02-02,Misc Purchase,4402
2024-12-01,Monitor Setup,31059
2024-03-12,Zomato Dinner,3229
2024-02-04,Flight Booking,3427
2024-11-06,Broadband Recharge,4664
2024-12-23,Office Chair,16481
2024-06-27,Restaurant Meeting,2678
2024-01-16,Google Ads,1736
2024-12-06,Monitor Setup,14326
2024-06-14,Printer Paper,2251
2024-03-30,Zoom License,1363
2024-02-01,Facebook Ads,2054
2024-02-07,Uber Ride,506
2024-03-30,Broadband Recharge,1041
2024-08-18,Swiggy Team Lunch,3161
2024-10-20,Google Ads,11443
2024-05-09,Repair Service,1803
2024-04-25,Broadband Recharge,3143
2024-09-27,Zoom License,4055
2024-01-13,AWS Subscription,5268
2024-03-12,Office Stationery,436
2024-07-27,Payroll Transfer,70750
2024-04-04,Local Vendor,2991
2024-04-16,Misc Purchase,1757
2024-07-01,WiFi Payment,3684
2024-08-12,Repair Service,750
2024-02-06,Canva Pro,7162
2024-06-01,Office Stationery,2418
2024-04-28,Office Stationery,2342
2024-06-18,Intern Stipend,55424
2024-05-28,Employee Salary,73826
2024-02-04,Rail Ticket,3131
2024-09-30,Office Chair,12900
2024-11-12,Notion Annual,3770
2024-02-26,Intern Stipend,65712
2024-01-17,Broadband Recharge,1045
2024-04-12,Zomato Dinner,1368
2024-04-14,Swiggy Team Lunch,870
2024-02-01,Courier Charge,5634
2024-10-15,GitHub Pro,1097
2024-08-01,Payroll Transfer,24637
2024-03-07,Pens Purchase,2261
2024-01-19,Uber Ride,1052
2024-11-28,WiFi Payment,2645
2024-06-04,Zomato Dinner,2256
2024-01-14,AWS Subscription,953
2024-12-16,GitHub Pro,6086
2024-01-27,Intern Stipend,51599
2024-03-05,Facebook Ads,12394
2024-10-08,Canva Pro,7993
2024-03-01,Laptop Purchase,36701
2024-06-24,Zomato Dinner,1093
2024-04-28,Google Ads,4902
2024-04-26,Pens Purchase,341
2024-10-01,Canva Pro,13330
2024-05-07,Employee Salary,77229
2024-03-05,Employee Salary,23712
2024-01-23,Electricity Bill,3115
2024-12-01,Zomato Dinner,2767
2024-11-06,Notion Annual,1562
2024-03-03,Facebook Ads,11773
2024-10-05,Office Stationery,1324
2024-07-01,GitHub Pro,6277
2024-06-03,GitHub Pro,6341
2024-11-30,Restaurant Meeting,1498
2024-12-23,Notion Annual,3112
2024-06-26,Local Vendor,642
2024-09-05,Canva Pro,11188
2024-03-11,Uber Ride,1867
2024-10-10,Repair Service,2698
2024-03-13,AWS Subscription,3550
2024-08-13,Employee Salary,65766
2024-09-12,Electricity Bill,974
2024-10-28,Payroll Transfer,38216
2024-02-13,Facebook Ads,14552
2024-11-08,Payroll Transfer,76005
2024-07-14,Facebook Ads,1308
2024-04-24,Facebook Ads,1727
2024-12-03,GitHub Pro,2010
2024-12-04,Canva Pro,1856
2024-06-27,Uber Ride,4636
2024-06-21,Intern Stipend,69445
2024-06-23,Ola Cab,424
2024-01-30,Facebook Ads,13822
2024-12-13,Pens Purchase,1889
2024-10-20,Rail Ticket,3672
2024-07-14,Courier Charge,1531
2024-03-08,WiFi Payment,2751
2024-12-15,Payroll Transfer,72401
2024-10-04,Uber Ride,2247
2024-07-21,Flight Booking,4878
2024-07-04,Intern Stipend,37974
2024-03-04,Flight Booking,301
2024-04-01,Flight Booking,2366
2024-08-13,Broadband Recharge,941
2024-07-02,Payroll Transfer,22425
2024-07-28,WiFi Payment,2584
2024-05-21,Intern Stipend,25213
2024-08-13,Courier Charge,724
2024-05-21,Office Chair,58199
2024-04-26,Rail Ticket,1242
2024-12-01,Monitor Setup,48497
2024-12-01,Employee Salary,27500
2024-09-16,Employee Salary,64855
2024-01-22,WiFi Payment,3399
2024-12-31,Repair Service,698
2024-12-13,Flight Booking,332
2024-01-23,Restaurant Meeting,3242
2024-02-09,Notion Annual,1394
2024-09-18,Misc Purchase,1127
2024-06-15,Office Stationery,1135
2024-02-06,Restaurant Meeting,2003
2024-01-13,Facebook Ads,3344
2024-07-03,Restaurant Meeting,3528
2024-11-29,Zomato Dinner,3975
2024-11-14,Zomato Dinner,1504
2024-01-23,Employee Salary,44137
2024-02-24,Ola Cab,409
2024-09-17,Notion Annual,4684
2024-10-25,Swiggy Team Lunch,1851
2024-03-17,Intern Stipend,67596
2024-02-09,Canva Pro,2285
2024-03-03,GitHub Pro,4915
2024-08-29,Local Vendor,5173
2024-05-17,Misc Purchase,2796
2024-05-04,Notion Annual,7963
2024-07-04,Swiggy Team Lunch,3572
2024-02-29,GitHub Pro,3078
2024-07-28,GitHub Pro,6503
2024-10-13,Swiggy Team Lunch,1741
2024-11-30,Local Vendor,3167
2024-08-17,WiFi Payment,2687
2024-03-05,Google Ads,10328
2024-12-11,Repair Service,3539
2024-06-23,Office Chair,26801
2024-07-28,Swiggy Team Lunch,633
2024-10-21,Canva Pro,3431
2024-04-02,WiFi Payment,2422
2024-03-02,Electricity Bill,2166
2024-10-10,Facebook Ads,13542
2024-03-05,WiFi Payment,1627
2024-12-19,Payroll Transfer,21568
2024-09-20,Laptop Purchase,16675
2024-06-30,Misc Purchase,3659
2024-10-12,Desk Equipment,53673
2024-06-21,Notion Annual,1475
2024-11-11,Restaurant Meeting,2793
2024-02-07,Pens Purchase,485
2024-11-18,Zomato Dinner,1974
2024-05-28,WiFi Payment,4369
2024-04-03,WiFi Payment,1902
2024-01-04,Local Vendor,1447
2024-08-20,Restaurant Meeting,2959
2024-03-31,Facebook Ads,8185
2024-04-28,Courier Charge,993
2024-01-25,Rail Ticket,2994
2024-06-14,Misc Purchase,2536
2024-04-01,Facebook Ads,13407
2024-04-17,Laptop Purchase,56144
2024-10-21,Canva Pro,5558
2024-05-25,Swiggy Team Lunch,1722
2024-05-20,Laptop Purchase,26864
2024-03-27,Broadband Recharge,2632
2024-04-28,Flight Booking,1069
2024-04-15,Ola Cab,986
2024-11-02,Repair Service,424
2024-04-09,Intern Stipend,55252
2024-01-14,Payroll Transfer,74559
2024-10-19,Swiggy Team Lunch,1454
2024-09-23,Canva Pro,8288
2024-02-26,Desk Equipment,27329
2024-09-09,Printer Paper,2070
2024-05-22,Uber Ride,1320
2024-04-23,Printer Paper,623
2024-09-16,Printer Paper,941
2024-11-18,Zomato Dinner,2157
2024-12-18,Local Vendor,5990
2024-02-21,Swiggy Team Lunch,2075
2024-10-12,Courier Charge,1759
2024-01-05,Intern Stipend,61109
2024-07-11,Zoom License,5303
2024-08-28,Zoom License,2673
2024-09-11,Desk Equipment,20262
2024-11-21,Ola Cab,1826
2024-01-02,Pens Purchase,1177
2024-10-12,Google Ads,9039
2024-08-02,Zoom License,817
2024-04-30,Rail Ticket,4983
2024-12-02,Zomato Dinner,2472
2024-05-29,Office Chair,23197
2024-11-02,Broadband Recharge,4012
2024-05-31,Restaurant Meeting,2270
2024-05-27,Office Stationery,760
2024-05-06,Facebook Ads,6331
2024-08-25,Google Ads,3886
2024-06-26,Restaurant Meeting,765
2024-09-04,Canva Pro,3098
2024-12-17,WiFi Payment,4175
2024-05-17,AWS Subscription,2883
2024-02-01,Repair Service,3550
2024-12-11,Courier Charge,2343
2024-08-14,Zomato Dinner,1903
2024-01-28,Facebook Ads,5271
2024-06-22,Rail Ticket,1993
2024-07-28,Payroll Transfer,49336
2024-04-15,Zoom License,4891
2024-06-17,Pens Purchase,2801
2024-01-11,Laptop Purchase,55331
2024-12-26,Google Ads,13786
2024-10-10,Zomato Dinner,3440
2024-09-22,Pens Purchase,501
2024-04-11,Notion Annual,4886
2024-04-27,Desk Equipment,55043
2024-06-18,Ola Cab,3262
2024-05-07,Google Ads,10059
2024-01-11,Employee Salary,75409
2024-07-22,Local Vendor,4308
2024-05-24,Electricity Bill,2085
2024-11-19,Uber Ride,2084
2024-03-04,AWS Subscription,2731
2024-03-08,Canva Pro,7565
2024-02-07,Uber Ride,826
2024-01-08,Misc Purchase,365
2024-10-28,Repair Service,982
2024-11-06,Google Ads,14622
2024-09-19,Flight Booking,3682
2024-08-22,Payroll Transfer,37960
2024-12-01,AWS Subscription,2664
2024-08-07,Broadband Recharge,3185
2024-10-14,Office Stationery,1964
2024-12-25,Rail Ticket,2529
2024-01-09,Repair Service,3332
2024-07-09,WiFi Payment,4024
2024-04-24,Local Vendor,3904
2024-04-28,Payroll Transfer,70541
2024-10-15,Broadband Recharge,4705
2024-06-19,Pens Purchase,1572
2024-10-14,Laptop Purchase,14251
2024-10-30,Monitor Setup,40100
2024-07-25,AWS Subscription,1657
2024-01-31,WiFi Payment,2704
2024-06-08,Broadband Recharge,4173
2024-06-13,Swiggy Team Lunch,449
2024-12-19,Google Ads,5393
2024-09-12,GitHub Pro,4969
2024-06-13,Restaurant Meeting,1265
2024-09-20,WiFi Payment,4756
2024-08-05,Local Vendor,1060
2024-01-07,Printer Paper,821
2024-04-11,Laptop Purchase,18891
2024-08-05,Electricity Bill,1119
2024-03-12,Electricity Bill,4791
2024-01-05,Misc Purchase,3471
2024-05-30,Uber Ride,3767
2024-10-15,Flight Booking,3244
2024-09-24,Monitor Setup,27018
2024-11-05,Notion Annual,4754
2024-04-17,Rail Ticket,3991
2024-03-10,Restaurant Meeting,3249
2024-06-11,Desk Equipment,8643
2024-08-28,Google Ads,3463
2024-12-25,Office Stationery,1577
2024-02-18,Zoom License,6185
2024-02-18,Misc Purchase,2911
2024-10-31,Intern Stipend,50716
2024-11-21,Laptop Purchase,30967
2024-11-17,Repair Service,3025
2024-05-25,Employee Salary,37994
2024-06-05,Canva Pro,12949
2024-07-25,Restaurant Meeting,3441
2024-10-30,Ola Cab,834
2024-04-20,Laptop Purchase,55884
2024-10-15,Ola Cab,2353
2024-10-27,Office Stationery,2439
2024-10-30,Facebook Ads,10431
2024-03-27,Rail Ticket,1914
2024-02-16,Employee Salary,34184
2024-08-31,Monitor Setup,18801
2024-01-27,Payroll Transfer,25097
2024-12-06,Desk Equipment,35879
2024-09-13,Broadband Recharge,3278
2024-07-20,Office Stationery,2594
2024-08-30,Facebook Ads,12571
2024-09-24,Zomato Dinner,3735
2024-11-05,Restaurant Meeting,620
2024-05-22,Zoom License,5691
2024-08-14,Desk Equipment,44732
2024-12-16,WiFi Payment,2852
2024-11-29,Pens Purchase,2083
2024-07-06,Swiggy Team Lunch,403
2024-08-05,WiFi Payment,3634
2024-07-10,Zoom License,3633
2024-08-14,Laptop Purchase,20834
2024-01-03,Restaurant Meeting,1098
2024-07-07,Flight Booking,970
2024-01-18,Uber Ride,2436
2024-01-23,Rail Ticket,3462
2024-10-19,Flight Booking,668
2024-11-07,Intern Stipend,50854
2024-08-30,Broadband Recharge,2223
2024-07-08,Local Vendor,512
2024-12-31,Intern Stipend,78606
2024-02-12,Monitor Setup,16627
2024-08-15,Google Ads,1918
2024-10-05,Payroll Transfer,26388
2024-06-19,Ola Cab,336
2024-10-27,Restaurant Meeting,993
2024-12-06,Restaurant Meeting,358
2024-12-07,Facebook Ads,14725
2024-09-13,Employee Salary,32644
2024-03-29,Office Chair,13502
2024-11-07,Electricity Bill,3057
2024-11-21,GitHub Pro,1916
2024-10-14,Payroll Transfer,37941
2024-08-26,Swiggy Team Lunch,1698
2024-02-15,Pens Purchase,2196
2024-02-14,Office Stationery,1047
2024-11-16,Office Chair,46741
2024-01-06,Employee Salary,71690
2024-02-11,Notion Annual,4271
2024-12-14,Notion Annual,7359
2024-01-28,Zoom License,3043
2024-04-01,Canva Pro,5703
2024-06-10,Ola Cab,4828
2024-04-06,Google Ads,14685
2024-05-31,Ola Cab,1650
2024-02-17,Rail Ticket,2367
2024-06-27,Broadband Recharge,3778
2024-12-17,Misc Purchase,5369
2024-07-16,Laptop Purchase,46353
2024-08-10,Monitor Setup,54018
2024-12-15,Restaurant Meeting,3621
2024-12-24,Ola Cab,3003
2024-09-19,Courier Charge,943
2024-08-27,Notion Annual,2287
2024-09-21,Uber Ride,1144
2024-08-27,Desk Equipment,17162
2024-07-12,Zomato Dinner,2609
2024-02-23,Payroll Transfer,65959
2024-08-03,Swiggy Team Lunch,950
2024-11-27,Broadband Recharge,3558
2024-06-05,Office Stationery,1766
2024-04-05,Desk Equipment,43833
2024-11-11,Payroll Transfer,73033
2024-07-23,WiFi Payment,4363
2024-07-10,Electricity Bill,2869
2024-07-24,Zomato Dinner,3079
2024-09-16,Uber Ride,2119
2024-05-17,Printer Paper,2044
2024-03-24,Canva Pro,1467
2024-11-01,Repair Service,2662
2024-03-12,Repair Service,4852
2024-01-28,Office Chair,59679
2024-06-26,Printer Paper,879
2024-08-23,Broadband Recharge,2154
2024-04-12,Intern Stipend,29665
2024-02-11,Office Chair,28154
2024-08-11,Monitor Setup,21324
2024-03-19,Pens Purchase,1302
2024-09-01,Courier Charge,240
2024-08-29,Office Chair,14547
2024-04-18,Misc Purchase,5924
2024-08-25,WiFi Payment,3882
2024-03-06,AWS Subscription,3675
2024-06-16,Swiggy Team Lunch,1937
2024-09-30,Rail Ticket,3426
2024-12-08,Printer Paper,2300
2024-11-07,Employee Salary,78037
2024-07-04,Monitor Setup,32191
2024-01-01,Restaurant Meeting,3671
2024-04-27,Google Ads,11577
2024-01-23,Desk Equipment,20318
2024-02-17,Notion Annual,4066
2024-04-02,Zomato Dinner,2978
2024-06-08,Google Ads,5668
2024-09-03,Canva Pro,14455
2024-04-01,Payroll Transfer,47638
2024-09-21,Desk Equipment,52717
2024-06-26,Printer Paper,638
2024-01-07,Pens Purchase,1956
2024-10-21,Office Chair,16437
2024-08-20,Misc Purchase,5822
2024-12-09,Payroll Transfer,62848
2024-01-28,Facebook Ads,13637
2024-11-20,Rail Ticket,2318
2024-09-14,Pens Purchase,2144
2024-06-20,Zomato Dinner,3216
2024-04-01,Courier Charge,1114
2024-07-15,Canva Pro,13445
2024-06-21,Office Stationery,328
2024-11-10,Ola Cab,4418
2024-08-25,Broadband Recharge,1197
2024-09-07,Uber Ride,1195
2024-11-02,Broadband Recharge,1210
2024-06-21,Zomato Dinner,2043
2024-05-16,Uber Ride,4646
2024-08-01,Office Chair,31388
2024-06-01,Payroll Transfer,41275
2024-07-01,Intern Stipend,27319
2024-07-21,Intern Stipend,68410
2024-09-30,Zoom License,1188
2024-11-20,Office Stationery,892
2024-06-25,Broadband Recharge,3050
2024-09-25,WiFi Payment,2799
2024-06-16,Electricity Bill,1426
2024-11-07,Swiggy Team Lunch,901
2024-02-10,Printer Paper,2399
2024-06-03,Restaurant Meeting,3368
2024-04-04,Facebook Ads,1366
2024-02-29,Uber Ride,3750
2024-11-11,Notion Annual,2983
2024-01-26,Repair Service,5887
2024-04-20,Restaurant Meeting,2237
2024-12-18,Facebook Ads,13236
2024-12-09,Office Chair,40870
2024-04-02,Intern Stipend,46127
2024-07-27,Flight Booking,241
2024-07-31,AWS Subscription,6906
2024-08-24,Office Chair,25501
2024-04-25,Swiggy Team Lunch,1206
2024-04-23,Intern Stipend,41273
2024-12-30,Pens Purchase,1478
2024-11-21,WiFi Payment,4246
2024-08-31,Restaurant Meeting,1893
2024-06-23,Local Vendor,3009
2024-08-15,Zomato Dinner,3669
2024-09-12,Desk Equipment,56665
2024-07-18,Zoom License,6013
2024-12-04,Rail Ticket,464
2024-10-14,Pens Purchase,2292
2024-09-28,Swiggy Team Lunch,1150
2024-06-10,Zomato Dinner,1495
2024-01-16,WiFi Payment,4628
2024-06-29,Monitor Setup,48911
2024-01-12,Facebook Ads,13532
2024-07-11,Rail Ticket,2122
2024-11-06,Repair Service,3300
2024-04-21,Office Stationery,1920
2024-05-28,AWS Subscription,5175
2024-07-24,Monitor Setup,58257
2024-04-21,Misc Purchase,3083
2024-06-12,Canva Pro,5569
2024-12-06,Restaurant Meeting,732
2024-09-29,Restaurant Meeting,2493
2024-09-10,Google Ads,7618
2024-03-21,Broadband Recharge,4481
2024-01-02,Desk Equipment,26901
2024-12-01,Courier Charge,4001
2024-10-24,Laptop Purchase,33123
2024-04-06,Facebook Ads,7722
2024-03-11,Intern Stipend,34692
2024-10-19,Local Vendor,5111
2024-11-08,Google Ads,6325
2024-11-16,Zoom License,5163
2024-07-08,WiFi Payment,1545
2024-11-30,Intern Stipend,59409
2024-04-08,Canva Pro,9377
2024-05-02,Desk Equipment,32186
2024-04-12,Desk Equipment,54713
2024-02-03,Swiggy Team Lunch,1500
2024-08-24,Employee Salary,57853
2024-05-03,Electricity Bill,4434
2024-11-24,Desk Equipment,40782
2024-03-22,Pens Purchase,1656
2024-02-05,GitHub Pro,6415
2024-12-15,Intern Stipend,22118
2024-07-16,Canva Pro,8703
2024-10-02,Printer Paper,1365
2024-11-27,Pens Purchase,2786
2024-09-03,Local Vendor,3792
2024-07-22,Payroll Transfer,73193
2024-09-18,Payroll Transfer,46177
2024-02-23,Broadband Recharge,1816
2024-10-23,Office Chair,57672
2024-07-06,Pens Purchase,992
2024-03-13,Canva Pro,6567
2024-05-15,GitHub Pro,2221
2024-12-21,Printer Paper,2929
2024-05-05,Printer Paper,2313
2024-12-18,Flight Booking,2619
2024-12-24,Broadband Recharge,4489
2024-03-12,Flight Booking,492
2024-04-23,Office Chair,9700
2024-12-31,Restaurant Meeting,1785
2024-10-17,Flight Booking,1496
2024-12-10,Rail Ticket,3803
2024-03-16,Ola Cab,1253
2024-11-22,Rail Ticket,2307
2024-04-18,AWS Subscription,7470
2024-01-07,Ola Cab,4986
2024-09-21,Flight Booking,4366
2024-03-28,Facebook Ads,11132
2024-10-27,Restaurant Meeting,938
2024-07-10,Courier Charge,4487
2024-03-27,Facebook Ads,11623
2024-09-04,Misc Purchase,1636
2024-02-03,Google Ads,11956
2024-04-15,Swiggy Team Lunch,1566
2024-11-07,Zoom License,2779
2024-07-01,Pens Purchase,1106
2024-09-25,Broadband Recharge,899
2024-12-06,Zoom License,3478
2024-02-20,Payroll Transfer,61051
2024-05-18,Restaurant Meeting,575
2024-08-16,Local Vendor,658
2024-05-11,Repair Service,2204
2024-12-19,Monitor Setup,22964
2024-11-07,Electricity Bill,1129
2024-04-07,Flight Booking,948
2024-06-04,Office Stationery,2440
2024-05-04,Employee Salary,34915
2024-10-01,Broadband Recharge,1605
2024-11-20,Payroll Transfer,71774
2024-02-29,Office Stationery,2259
2024-04-11,Electricity Bill,4699
2024-04-20,Pens Purchase,2714
2024-10-24,Broadband Recharge,878
2024-08-14,Google Ads,12796
2024-05-08,GitHub Pro,504
2024-09-09,Canva Pro,5435
2024-09-04,Office Chair,41245
2024-06-02,Courier Charge,5486
2024-05-20,Ola Cab,2994
2024-08-13,Courier Charge,5327
2024-01-04,Office Stationery,2297
2024-09-10,Restaurant Meeting,2227
2024-08-09,Monitor Setup,12296
2024-06-24,Uber Ride,3830
2024-02-25,Repair Service,1785
2024-09-13,Zoom License,3016
2024-08-29,Flight Booking,4545
2024-11-08,Pens Purchase,1529
2024-03-21,Zoom License,3152
2024-03-28,GitHub Pro,6937
2024-09-21,Monitor Setup,29343
2024-05-17,WiFi Payment,4215
2024-06-04,Notion Annual,4366
2024-06-19,Swiggy Team Lunch,1554
2024-08-18,Restaurant Meeting,1591
2024-07-20,Rail Ticket,4814
2024-07-25,Google Ads,13488
2024-11-26,Payroll Transfer,43174
2024-05-20,Desk Equipment,58269
2024-04-16,Intern Stipend,33252
2024-01-13,Flight Booking,3259
2024-07-14,Zomato Dinner,3539
2024-04-12,Restaurant Meeting,2593
2024-05-20,GitHub Pro,7515
2024-03-23,Office Stationery,1295
2024-10-30,Restaurant Meeting,2264
2024-12-18,Electricity Bill,3995
2024-11-06,Electricity Bill,3094
2024-01-29,Google Ads,2661
2024-07-08,Zomato Dinner,2503
2024-08-29,Broadband Recharge,1709
2024-07-30,Laptop Purchase,29269
2024-06-02,Monitor Setup,46653
2024-05-05,AWS Subscription,4090
2024-12-04,Restaurant Meeting,2538
2024-03-12,Flight Booking,379
2024-07-03,Pens Purchase,1585
2024-04-04,WiFi Payment,2559
2024-08-23,Zomato Dinner,1232
2024-12-12,Zomato Dinner,1115
2024-03-12,Flight Booking,389
2024-08-06,Pens Purchase,1982
2024-01-25,Facebook Ads,14076
2024-07-10,Local Vendor,4396
2024-01-17,Intern Stipend,48652
2024-09-08,Courier Charge,4613
2024-02-08,Flight Booking,749
2024-09-29,Pens Purchase,760
2024-08-27,Laptop Purchase,45612
2024-12-16,AWS Subscription,6784
2024-08-19,Facebook Ads,8630
2024-04-03,Office Chair,12785
2024-12-20,Zomato Dinner,2461
2024-10-21,Google Ads,7577
2024-01-10,Uber Ride,3394
2024-08-06,Employee Salary,41127
2024-10-26,Office Chair,22607
2024-11-30,Restaurant Meeting,2174
2024-10-22,Notion Annual,7817
2024-03-16,Monitor Setup,58658
2024-02-21,Notion Annual,1987
2024-01-21,Intern Stipend,59447
2024-06-16,Office Chair,12539
2024-04-16,Swiggy Team Lunch,2995
2024-08-05,Notion Annual,1837
2024-06-30,Ola Cab,1979
2024-08-13,Employee Salary,77516
2024-08-15,Printer Paper,404
2024-08-16,GitHub Pro,903
2024-04-15,Broadband Recharge,2427
2024-03-04,Canva Pro,14344
2024-10-23,Office Stationery,2375
2024-04-17,Local Vendor,1534
2024-07-02,Printer Paper,2777
2024-04-17,Zomato Dinner,1082
2024-09-01,Pens Purchase,1773
2024-01-09,Uber Ride,3943
2024-08-03,Payroll Transfer,72652
2024-07-03,Google Ads,6811
2024-11-29,Uber Ride,3756
2024-11-29,Ola Cab,891
2024-05-20,Facebook Ads,1259
2024-05-07,Swiggy Team Lunch,876
2024-09-22,Laptop Purchase,16385
2024-08-28,Monitor Setup,53552
2024-04-17,Employee Salary,59072
2024-03-21,Flight Booking,3598
2024-09-22,Google Ads,3861
2024-02-26,Monitor Setup,31925
2024-04-14,Laptop Purchase,40607
2024-05-15,Rail Ticket,3257
2024-01-14,Swiggy Team Lunch,3508
2024-08-28,Swiggy Team Lunch,3940
2024-03-14,Intern Stipend,77149
2024-07-12,Google Ads,9838
2024-02-21,Repair Service,1495
2024-04-24,Payroll Transfer,78798
2024-02-27,Printer Paper,571
2024-10-01,Broadband Recharge,4200
2024-06-08,Electricity Bill,805
2024-03-06,Broadband Recharge,2904
2024-07-06,Restaurant Meeting,2511
2024-10-19,Printer Paper,2318
2024-09-20,Zoom License,2296
2024-12-03,Monitor Setup,22781
2024-07-25,Pens Purchase,688
2024-04-25,Uber Ride,2246
2024-06-17,Ola Cab,2666
2024-03-08,WiFi Payment,2985
2024-12-04,Zomato Dinner,1835
2024-07-16,Laptop Purchase,57016
2024-01-08,Employee Salary,31938
2024-03-23,Laptop Purchase,23586
2024-10-19,Facebook Ads,1191
2024-04-06,Broadband Recharge,3617
2024-08-20,Facebook Ads,4519
2024-05-23,Rail Ticket,1165
2024-04-05,Courier Charge,2962
2024-10-08,Flight Booking,4192
2024-12-08,WiFi Payment,1590
2024-02-02,Restaurant Meeting,1376
2024-01-14,Zomato Dinner,2930
2024-04-26,Repair Service,974
2024-10-08,Electricity Bill,1785
2024-06-06,Ola Cab,3047
2024-09-15,Broadband Recharge,1479
2024-04-09,Desk Equipment,41482
2024-01-09,Monitor Setup,58850
2024-11-03,Notion Annual,4805
2024-07-04,Laptop Purchase,42940
2024-09-28,Repair Service,5882
2024-02-21,Office Chair,18403
2024-03-18,Monitor Setup,57224
2024-05-22,Misc Purchase,1856
2024-07-18,Payroll Transfer,39431
2024-08-27,Misc Purchase,4103
2024-06-02,Swiggy Team Lunch,3255
2024-12-28,Employee Salary,36471
2024-11-09,Courier Charge,1910
2024-03-12,Office Stationery,1980
2024-05-04,Desk Equipment,18502
2024-08-02,Google Ads,11585
2024-05-07,Canva Pro,4168
2024-05-21,Swiggy Team Lunch,1226
2024-10-26,Desk Equipment,16091
2024-03-13,Monitor Setup,37057
2024-11-22,Flight Booking,288
2024-09-25,Pens Purchase,1574
2024-08-29,Pens Purchase,2751
2024-03-04,GitHub Pro,2947
2024-02-06,Misc Purchase,1458
2024-07-14,Zomato Dinner,467
2024-08-06,Uber Ride,4021
2024-05-29,Desk Equipment,57706
2024-11-04,AWS Subscription,1225
2024-12-06,Swiggy Team Lunch,3860
2024-08-03,WiFi Payment,4342
2024-05-23,Intern Stipend,26893
2024-06-17,Flight Booking,4360
2024-05-08,Canva Pro,14701
2024-02-21,Swiggy Team Lunch,352
2024-04-23,Electricity Bill,4854
2024-02-23,Canva Pro,5354
2024-11-06,WiFi Payment,3878
2024-11-04,Misc Purchase,544
2024-02-20,Pens Purchase,2932
2024-07-03,Office Stationery,1277
2024-01-21,Facebook Ads,12768
2024-08-13,Restaurant Meeting,3528
2024-07-23,WiFi Payment,1105
2024-04-20,Canva Pro,1420
2024-06-17,Laptop Purchase,49321
2024-01-15,Printer Paper,1988
2024-12-15,Broadband Recharge,3737
2024-05-21,Zomato Dinner,1318
2024-08-22,Electricity Bill,3458
2024-10-12,Ola Cab,1915
2024-06-27,Courier Charge,3487
2024-06-19,Desk Equipment,13824
2024-04-26,Restaurant Meeting,2504
2024-02-16,Zomato Dinner,714
2024-09-11,Facebook Ads,11187
2024-05-15,Desk Equipment,21248
2024-08-12,Broadband Recharge,3560
2024-06-14,Swiggy Team Lunch,990
2024-10-24,Employee Salary,32438
2024-10-02,Flight Booking,4786
2024-12-22,Desk Equipment,48532
2024-02-16,Office Stationery,682
2024-06-23,Facebook Ads,3388
2024-03-09,Courier Charge,3450
2024-05-30,Google Ads,14844
2024-08-14,Printer Paper,1220
2024-03-20,Employee Salary,55912
2024-04-24,Uber Ride,4250
2024-04-25,Zoom License,7669
2024-03-15,WiFi Payment,2569
2024-01-11,Payroll Transfer,35969
2024-10-11,Broadband Recharge,4195
2024-04-05,Repair Service,3577
2024-10-21,Misc Purchase,5338
2024-12-27,Canva Pro,5284
2024-07-08,Zomato Dinner,2066
2024-10-03,Swiggy Team Lunch,1611
2024-03-09,Swiggy Team Lunch,3139
2024-10-02,Restaurant Meeting,1311
2024-09-16,Laptop Purchase,59394
2024-02-23,WiFi Payment,3368
2024-12-25,Notion Annual,6378
2024-05-17,Repair Service,4011
2024-08-12,Payroll Transfer,60554
2024-02-03,WiFi Payment,4373
2024-08-17,Laptop Purchase,44697
2024-09-01,Local Vendor,3047
2024-06-30,Laptop Purchase,52696
2024-10-18,Pens Purchase,1430
2024-08-08,Uber Ride,4220
2024-12-04,Desk Equipment,22103
2024-06-18,Broadband Recharge,3295
2024-10-03,GitHub Pro,1681
2024-01-28,Swiggy Team Lunch,2796
2024-02-06,Restaurant Meeting,790
2024-03-23,Pens Purchase,1994
2024-04-01,Zoom License,5427
2024-09-10,Laptop Purchase,50559
